id,R_class,P_class,Prob,spot_on,class_0_p,class_1_p,class_2_p,class_3_p,class_4_p
589322.jpg,class_1,class_1,0.999997,1,7.3801405e-09,0.999997,1.659156e-10,4.244417e-09,3.027373e-06
589660.jpg,class_1,class_1,0.9997439,1,0.00025610407,0.9997439,5.132586e-12,6.7950895e-11,3.1331007e-10
589907.jpg,class_1,class_1,1.0,1,1.18586545e-08,1.0,7.545684e-10,7.6036356e-13,4.2930402e-11
592138.jpg,class_1,class_1,0.9999999,1,1.9260504e-08,0.9999999,1.4916826e-10,3.8789635e-11,6.0368805e-08
593727.jpg,class_1,class_1,0.9999994,1,4.518324e-09,0.9999994,3.280042e-11,4.1687374e-12,5.3679815e-07
595757.jpg,class_1,class_1,1.0,1,2.4798323e-09,1.0,6.07767e-10,1.2775306e-10,1.7737891e-08
597524.jpg,class_1,class_1,1.0,1,1.3586753e-09,1.0,2.9691905e-11,1.485775e-12,1.0072749e-10
597866.jpg,class_1,class_1,0.9999479,1,4.837235e-05,0.9999479,4.9492005e-10,3.5505495e-06,1.7406524e-07
598114.jpg,class_1,class_1,0.9600176,1,1.8206094e-05,0.9600176,0.039952487,3.4235945e-06,8.202506e-06
598515.jpg,class_1,class_1,0.9999994,1,1.5093784e-09,0.9999994,4.8681073e-07,1.9980537e-09,7.8284394e-08
598597.jpg,class_1,class_1,0.9999995,1,4.7643893e-09,0.9999995,4.8442544e-10,1.3309774e-10,4.4695065e-07
599181.jpg,class_1,class_1,1.0,1,1.3457468e-08,1.0,1.2926711e-10,4.0326724e-13,1.4407783e-10
600502.jpg,class_1,class_1,0.9999987,1,6.4280417e-09,0.9999987,3.0173718e-11,4.254778e-11,1.3236487e-06
600752.jpg,class_1,class_1,1.0,1,6.4576255e-10,1.0,5.794745e-09,7.688369e-12,7.662432e-11
601161.jpg,class_1,class_1,1.0,1,5.4740728e-09,1.0,3.4248508e-08,8.7788615e-10,1.27756605e-08
601481.jpg,class_1,class_1,1.0,1,5.982634e-10,1.0,2.4172269e-09,1.2232876e-11,1.8476792e-10
602538.jpg,class_1,class_1,0.99999976,1,8.476564e-09,0.99999976,2.2299456e-07,1.5561716e-10,6.7172015e-09
602908.jpg,class_1,class_1,0.9436553,1,0.045082632,0.9436553,9.684833e-07,0.011201188,5.9793783e-05
604266.jpg,class_1,class_1,1.0,1,2.1506807e-09,1.0,1.3545721e-08,9.429946e-12,1.0600235e-10
604597.jpg,class_1,class_1,0.9999994,1,1.2751308e-08,0.9999994,5.6779544e-07,1.1975444e-10,8.047459e-09
605550.jpg,class_1,class_1,1.0,1,3.5105485e-10,1.0,1.779358e-10,4.4395477e-12,3.6768504e-09
605565.jpg,class_1,class_1,0.999997,1,1.258461e-08,0.999997,2.7289357e-06,1.7451908e-09,2.908567e-07
606716.jpg,class_1,class_1,0.9964037,1,1.020358e-07,0.9964037,5.8653543e-10,1.7550336e-09,0.0035962292
609012.jpg,class_1,class_1,1.0,1,2.8891156e-09,1.0,8.95379e-09,7.256084e-11,7.1533446e-09
609937.jpg,class_1,class_1,0.99999976,1,1.9866466e-09,0.99999976,4.5148923e-11,1.9931803e-11,2.2424297e-07
610382.jpg,class_1,class_1,1.0,1,6.7833517e-10,1.0,1.1077927e-11,1.1174648e-12,8.20167e-11
610937.jpg,class_1,class_1,0.9999975,1,8.1348794e-10,0.9999975,7.6312917e-10,7.4908724e-10,2.5449033e-06
611113.jpg,class_1,class_1,1.0,1,8.8858515e-10,1.0,1.3523576e-11,2.5573562e-12,4.8137716e-09
611673.jpg,class_1,class_1,0.99593395,1,2.8026618e-06,0.99593395,0.0040628635,2.1488025e-07,9.909376e-08
612108.jpg,class_1,class_1,1.0,1,1.7251599e-09,1.0,7.779109e-10,1.207356e-11,6.635119e-10
612705.jpg,class_1,class_1,1.0,1,7.955118e-09,1.0,1.5895387e-11,4.9495004e-12,9.198927e-09
613974.jpg,class_1,class_1,0.9933709,1,4.896464e-09,0.9933709,2.5626073e-10,7.321398e-10,0.006629069
614183.jpg,class_1,class_1,1.0,1,7.635955e-10,1.0,2.294892e-09,1.2948593e-11,1.1947343e-10
614642.jpg,class_1,class_1,0.99999404,1,5.697231e-06,0.99999404,3.1412817e-10,1.977362e-07,3.4022687e-09
617170.jpg,class_1,class_1,1.0,1,4.170138e-09,1.0,7.6723217e-10,2.1869066e-11,2.4992566e-10
617732.jpg,class_1,class_1,0.9999999,1,7.995809e-09,0.9999999,8.095144e-08,9.368892e-10,1.00087165e-08
617853.jpg,class_1,class_1,1.0,1,1.4707016e-09,1.0,3.748803e-10,4.3455903e-12,7.0463586e-11
617893.jpg,class_1,class_1,1.0,1,4.3686942e-08,1.0,2.2188796e-12,4.6271694e-13,1.410286e-10
617996.jpg,class_1,class_1,1.0,1,5.4518134e-10,1.0,6.3989786e-11,8.495317e-11,7.4317746e-10
619406.jpg,class_1,class_1,0.9999999,1,1.2798194e-08,0.9999999,5.9459065e-08,2.7972252e-10,1.7234267e-07
620785.jpg,class_1,class_1,1.0,1,7.777659e-09,1.0,1.5739323e-11,1.6312633e-12,1.17679635e-08
621258.jpg,class_1,class_1,1.0,1,1.2320681e-08,1.0,1.4205605e-11,1.1157021e-11,5.3859708e-08
621724.jpg,class_1,class_1,1.0,1,2.5914554e-10,1.0,1.5220715e-08,1.0852311e-11,5.4689353e-10
622558.jpg,class_1,class_1,1.0,1,3.843082e-09,1.0,8.196709e-12,1.794719e-11,5.532768e-10
622625.jpg,class_1,class_1,1.0,1,4.608372e-10,1.0,2.4125908e-11,2.2019146e-12,3.1479923e-11
622727.jpg,class_1,class_4,0.57981265,0,9.706278e-06,0.4169407,0.0031633456,7.36335e-05,0.57981265
622861.jpg,class_1,class_1,0.999966,1,5.935253e-10,0.999966,1.211708e-10,5.460679e-11,3.3929748e-05
623243.jpg,class_1,class_1,1.0,1,1.266418e-08,1.0,5.2918423e-11,5.5079136e-12,3.865902e-09
623327.jpg,class_1,class_1,0.99999785,1,1.8597779e-10,0.99999785,5.307228e-10,1.6787599e-10,2.1589694e-06
624509.jpg,class_1,class_1,1.0,1,9.186136e-11,1.0,2.1352245e-11,2.3796647e-13,6.266862e-11
625441.jpg,class_1,class_1,0.99999475,1,2.7743008e-09,0.99999475,3.7195816e-10,1.3056661e-10,5.242381e-06
625856.jpg,class_1,class_1,1.0,1,3.4603306e-10,1.0,1.3600558e-11,6.3837737e-12,1.1576516e-10
626273.jpg,class_1,class_1,1.0,1,1.8983384e-09,1.0,1.538257e-09,5.558084e-12,4.9688015e-10
626350.jpg,class_1,class_1,0.99999523,1,5.9553447e-08,0.99999523,4.119592e-06,1.0258828e-08,5.7014796e-07
627983.jpg,class_1,class_1,1.0,1,4.83291e-08,1.0,8.578514e-09,1.35448736e-11,3.3969458e-09
633346.jpg,class_1,class_1,0.9999999,1,9.734018e-08,0.9999999,2.5781748e-09,3.6132717e-09,4.212676e-09
633439.jpg,class_1,class_1,1.0,1,2.0483226e-09,1.0,2.3373688e-11,1.9142537e-12,2.1423715e-11
634336.jpg,class_1,class_1,1.0,1,7.1439055e-10,1.0,1.393764e-12,1.2133252e-12,1.8889945e-09
634567.jpg,class_1,class_1,1.0,1,3.2395572e-10,1.0,1.301859e-09,1.6819613e-11,9.270164e-11
634573.jpg,class_1,class_1,1.0,1,7.395363e-10,1.0,2.658331e-09,2.7477604e-11,1.5129621e-09
635483.jpg,class_1,class_2,0.9971455,0,2.9183227e-06,0.002800576,0.9971455,4.5857746e-06,4.6335004e-05
635796.jpg,class_1,class_1,1.0,1,7.067993e-10,1.0,2.3568538e-09,1.3870419e-11,3.867583e-09
636555.jpg,class_1,class_1,1.0,1,7.2097756e-10,1.0,9.238216e-11,1.7169524e-10,5.1444853e-09
636837.jpg,class_1,class_1,0.99999976,1,2.8330916e-07,0.99999976,1.008029e-12,6.0178416e-12,1.686697e-10
637110.jpg,class_1,class_1,1.0,1,4.1034114e-09,1.0,7.1137536e-12,2.6467311e-12,4.2371878e-10
638092.jpg,class_1,class_1,1.0,1,1.4246727e-09,1.0,2.2725002e-08,4.2694247e-11,7.535102e-09
638256.jpg,class_1,class_1,0.99999976,1,8.840721e-08,0.99999976,5.7546898e-11,1.2589385e-10,1.4440019e-07
638260.jpg,class_1,class_1,0.99982566,1,0.00017440044,0.99982566,4.849184e-12,8.201152e-10,1.0390651e-08
638872.jpg,class_1,class_1,0.9686831,1,1.5009796e-06,0.9686831,0.031314816,2.0142862e-07,3.877835e-07
641503.jpg,class_1,class_1,1.0,1,7.703173e-10,1.0,7.639991e-10,1.1025208e-11,5.4558003e-09
641823.jpg,class_1,class_1,0.9820972,1,2.1039623e-06,0.9820972,0.017897697,9.401105e-07,2.0214359e-06
641953.jpg,class_1,class_1,1.0,1,1.963895e-09,1.0,2.960814e-08,1.15605185e-10,4.8256743e-10
643870.jpg,class_1,class_1,1.0,1,3.801599e-09,1.0,7.1628363e-12,1.5427363e-11,6.0177113e-10
645547.jpg,class_1,class_1,1.0,1,1.451351e-09,1.0,1.0850841e-11,7.7514675e-11,7.908522e-09
646093.jpg,class_1,class_1,1.0,1,1.4237572e-09,1.0,3.4300097e-11,8.884606e-12,1.9435258e-10
646662.jpg,class_1,class_1,1.0,1,1.4184474e-09,1.0,6.231474e-11,5.350165e-12,8.291055e-11
647032.jpg,class_1,class_1,0.99395233,1,3.029413e-08,0.99395233,4.940465e-07,1.8009787e-08,0.006047227
647429.jpg,class_1,class_1,1.0,1,1.305912e-10,1.0,3.0620656e-10,5.9004793e-12,1.3210853e-08
647559.jpg,class_1,class_1,1.0,1,3.1904032e-10,1.0,1.9058173e-11,7.500859e-13,5.638998e-10
647627.jpg,class_1,class_1,0.9999653,1,4.1963894e-08,0.9999653,1.6456586e-10,2.5383326e-10,3.46403e-05
648744.jpg,class_1,class_1,1.0,1,1.5909244e-08,1.0,4.5604177e-11,1.2001319e-09,2.2509727e-09
649151.jpg,class_1,class_1,0.9999995,1,1.4832093e-08,0.9999995,5.103514e-07,2.2222704e-09,2.0348029e-08
649177.jpg,class_1,class_1,0.8199777,1,1.7933295e-05,0.8199777,0.17992441,1.1466915e-05,6.8519206e-05
650903.jpg,class_1,class_1,1.0,1,1.3080066e-09,1.0,6.484545e-10,1.5863093e-12,1.9162247e-10
651425.jpg,class_1,class_0,0.9283611,0,0.9283611,0.022822173,3.1458053e-06,0.04881283,7.8796785e-07
651927.jpg,class_1,class_1,0.99063337,1,2.8020065e-07,0.99063337,0.009359309,2.2054047e-07,6.8338177e-06
652822.jpg,class_1,class_1,0.9999999,1,6.798279e-08,0.9999999,1.03440945e-11,2.6693434e-11,2.2453723e-09
652933.jpg,class_1,class_1,1.0,1,2.53515e-10,1.0,1.3514191e-11,1.3745183e-12,1.383584e-10
653154.jpg,class_1,class_1,0.9993938,1,3.974051e-07,0.9993938,0.0006044545,1.15971545e-07,1.1916213e-06
653886.jpg,class_1,class_1,1.0,1,1.5562233e-09,1.0,1.7694822e-10,2.2103862e-11,4.249381e-08
654195.jpg,class_1,class_1,0.99999917,1,1.6391342e-08,0.99999917,7.7530296e-07,3.7803935e-10,7.461073e-09
654945.jpg,class_1,class_1,0.99999547,1,4.4940584e-06,0.99999547,9.3010494e-10,1.4544309e-10,8.280603e-11
655038.jpg,class_1,class_1,1.0,1,4.6613383e-08,1.0,1.26596635e-08,6.880141e-10,4.2728973e-10
655771.jpg,class_1,class_1,1.0,1,1.0640511e-09,1.0,2.863983e-12,2.992448e-12,1.5825062e-10
656401.jpg,class_1,class_1,1.0,1,2.5265551e-08,1.0,1.3576299e-11,3.1831717e-09,4.8899718e-08
657018.jpg,class_1,class_1,1.0,1,7.18986e-11,1.0,1.0276575e-09,6.3143483e-12,2.6117691e-11
657201.jpg,class_1,class_1,1.0,1,1.5368573e-10,1.0,4.6612065e-11,1.4738304e-12,4.7010346e-08
657571.jpg,class_1,class_1,0.9999999,1,4.0794979e-10,0.9999999,2.4444304e-11,4.79539e-12,6.487025e-08
657653.jpg,class_1,class_1,1.0,1,5.8706917e-10,1.0,2.371974e-10,8.160844e-12,1.3892666e-10
657807.jpg,class_1,class_1,1.0,1,1.8287055e-09,1.0,2.0242995e-10,1.7276005e-12,6.04473e-11
658228.jpg,class_1,class_1,0.9994679,1,2.2231222e-10,0.9994679,1.1899891e-08,1.1575969e-09,0.00053213775
658681.jpg,class_1,class_1,0.996429,1,1.7357737e-08,0.996429,5.304193e-08,7.753907e-09,0.003570986
659040.jpg,class_1,class_1,1.0,1,1.0352436e-09,1.0,2.414727e-11,1.7063306e-12,3.922095e-09
659125.jpg,class_1,class_1,1.0,1,1.7638953e-10,1.0,3.228796e-08,4.316424e-11,5.4166865e-10
659724.jpg,class_1,class_1,0.9999964,1,2.9910684e-08,0.9999964,3.421176e-06,3.6405496e-09,6.101395e-08
660373.jpg,class_1,class_1,0.9999989,1,1.4882945e-09,0.9999989,5.087268e-10,7.9112064e-11,1.1102512e-06
660547.jpg,class_1,class_1,0.99998367,1,5.9488897e-10,0.99998367,5.1199e-09,7.891072e-11,1.630115e-05
660586.jpg,class_1,class_1,1.0,1,7.765348e-11,1.0,2.0861468e-12,1.7465977e-13,2.7148897e-10
660719.jpg,class_1,class_1,0.99999857,1,2.007163e-08,0.99999857,1.4430937e-06,6.094179e-10,3.418789e-08
660833.jpg,class_1,class_1,0.9983798,1,0.00045367697,0.9983798,1.0113883e-07,0.0011658908,5.0434807e-07
662550.jpg,class_1,class_1,0.9999999,1,8.59453e-09,0.9999999,6.812908e-08,6.041793e-10,1.8746622e-09
662927.jpg,class_1,class_1,1.0,1,3.786236e-09,1.0,2.966612e-13,3.7195315e-13,1.4165594e-10
664070.jpg,class_1,class_1,0.9999311,1,4.759545e-07,0.9999311,6.8463305e-05,3.0755292e-09,2.8863624e-08
664954.jpg,class_1,class_1,1.0,1,1.2727042e-08,1.0,2.878464e-11,1.1594083e-10,2.9095713e-09
665963.jpg,class_1,class_1,1.0,1,5.4072413e-10,1.0,1.7727024e-09,4.8033206e-11,3.8416528e-09
667578.jpg,class_1,class_1,1.0,1,9.835929e-10,1.0,5.2634754e-11,1.956748e-11,4.6136575e-10
668032.jpg,class_1,class_1,1.0,1,1.1200122e-09,1.0,1.8482327e-10,2.1783046e-12,1.1271093e-10
668135.jpg,class_1,class_1,0.99999976,1,1.6379997e-09,0.99999976,1.17378605e-07,7.437076e-10,1.3902613e-07
668140.jpg,class_1,class_1,0.99999857,1,4.0932204e-07,0.99999857,6.3455435e-10,1.1171428e-06,1.2532595e-09
669106.jpg,class_1,class_1,1.0,1,3.7437797e-10,1.0,4.0251302e-11,2.2239694e-11,1.3031657e-09
669129.jpg,class_1,class_1,1.0,1,1.6918415e-08,1.0,1.3860629e-08,5.3641768e-11,8.661819e-10
670443.jpg,class_1,class_1,1.0,1,4.2765276e-09,1.0,3.047966e-09,9.1444255e-11,3.9826737e-09
672975.jpg,class_1,class_1,0.99628156,1,2.1282376e-06,0.99628156,0.0037147726,5.661313e-07,9.3140625e-07
673006.jpg,class_1,class_1,0.9999999,1,1.130027e-08,0.9999999,8.16455e-08,9.852897e-11,4.755791e-10
674040.jpg,class_1,class_2,0.99684477,0,2.649672e-06,0.003149156,0.99684477,1.5284841e-06,1.8663532e-06
674403.jpg,class_1,class_1,0.9999999,1,1.7111011e-09,0.9999999,6.319927e-08,1.9767314e-10,2.2278234e-08
674626.jpg,class_1,class_1,1.0,1,9.9188366e-11,1.0,4.982717e-09,7.701681e-12,6.516509e-10
674687.jpg,class_1,class_1,1.0,1,3.4111582e-09,1.0,7.351056e-12,5.2955123e-13,3.8689076e-11
675033.jpg,class_1,class_1,1.0,1,1.7998493e-09,1.0,1.2974551e-11,8.657764e-12,6.0069316e-10
675447.jpg,class_1,class_1,0.9999999,1,1.7176247e-07,0.9999999,2.824608e-12,6.1580723e-12,2.6938673e-12
675929.jpg,class_1,class_1,0.9999999,1,1.424045e-07,0.9999999,7.408541e-12,1.5289622e-11,7.359653e-09
676032.jpg,class_1,class_1,1.0,1,1.0630322e-10,1.0,1.7369263e-10,9.368883e-12,1.268381e-08
677109.jpg,class_1,class_1,1.0,1,4.638644e-11,1.0,4.9364857e-10,3.4263007e-12,7.295742e-12
677440.jpg,class_1,class_1,1.0,1,5.3725813e-08,1.0,1.3401646e-09,3.6886685e-11,2.5642116e-10
677950.jpg,class_1,class_1,0.9999691,1,5.07799e-08,0.9999691,1.5498644e-07,2.38897e-08,3.0772513e-05
679421.jpg,class_1,class_1,0.9999945,1,1.090299e-09,0.9999945,9.994574e-11,9.530616e-11,5.5104642e-06
679576.jpg,class_1,class_1,0.9673332,1,8.082258e-06,0.9673332,0.032651886,1.165314e-06,5.642153e-06
679600.jpg,class_1,class_1,1.0,1,1.1252964e-10,1.0,3.7469444e-10,2.385782e-13,4.8533566e-10
679878.jpg,class_1,class_1,1.0,1,1.5913969e-09,1.0,3.0973096e-10,1.871598e-12,8.5502126e-11
680000.jpg,class_1,class_1,0.8900617,1,8.218949e-06,0.8900617,0.109678425,3.7439017e-06,0.00024799595
680721.jpg,class_1,class_1,0.9903287,1,6.918056e-06,0.9903287,0.009660763,1.0089109e-06,2.4506169e-06
680887.jpg,class_1,class_1,1.0,1,4.5242983e-11,1.0,1.2493703e-10,8.467585e-12,1.4734399e-08
681517.jpg,class_1,class_1,1.0,1,2.1650945e-09,1.0,5.3482786e-08,2.8408853e-10,1.6358678e-09
682098.jpg,class_1,class_1,1.0,1,1.5759256e-09,1.0,4.7971037e-11,1.8186407e-11,5.0275787e-08
682128.jpg,class_1,class_1,1.0,1,7.3048007e-10,1.0,5.977946e-10,2.5180072e-11,1.1055864e-08
682166.jpg,class_1,class_1,0.9999999,1,3.4279724e-09,0.9999999,1.7433884e-10,2.960199e-11,1.0963472e-07
682254.jpg,class_1,class_1,0.99999976,1,5.170037e-10,0.99999976,4.7923794e-09,1.3717204e-09,2.0469494e-07
682347.jpg,class_1,class_1,1.0,1,3.139575e-10,1.0,5.015149e-11,1.048929e-11,3.0140481e-09
682608.jpg,class_1,class_1,1.0,1,1.1801922e-09,1.0,3.3568672e-11,1.231883e-11,2.824338e-09
683627.jpg,class_1,class_1,0.99999976,1,1.6995322e-08,0.99999976,2.660656e-11,1.0824731e-11,1.823959e-07
684539.jpg,class_1,class_1,0.9915599,1,5.08577e-07,0.9915599,0.008427193,6.714283e-06,5.682849e-06
684650.jpg,class_1,class_1,1.0,1,1.4479079e-10,1.0,8.573626e-12,2.49316e-12,4.3665155e-10
684699.jpg,class_1,class_1,1.0,1,1.3965922e-09,1.0,1.0396735e-10,1.1007494e-11,6.2734222e-09
685322.jpg,class_1,class_1,1.0,1,6.906858e-10,1.0,7.3681436e-11,2.0591543e-12,3.84007e-09
685728.jpg,class_1,class_1,0.99999654,1,6.150792e-10,0.99999654,6.986167e-11,1.8677658e-11,3.4047555e-06
686259.jpg,class_1,class_1,1.0,1,6.784335e-10,1.0,1.3649838e-10,2.2004618e-12,9.549356e-11
687619.jpg,class_1,class_1,0.57053506,1,2.6700887e-05,0.57053506,0.42941654,9.135091e-06,1.259047e-05
687737.jpg,class_1,class_1,0.99999976,1,1.0369547e-09,0.99999976,1.900111e-11,1.413849e-10,1.9059698e-07
688861.jpg,class_1,class_1,0.99998534,1,1.0731841e-07,0.99998534,1.4501899e-05,9.140517e-09,3.788733e-08
688872.jpg,class_1,class_1,1.0,1,1.9222328e-09,1.0,1.509226e-10,6.0529386e-13,5.152405e-11
690610.jpg,class_1,class_1,1.0,1,1.6864402e-10,1.0,1.6079851e-10,1.190916e-11,5.535381e-08
691066.jpg,class_1,class_1,0.9999999,1,5.3401383e-10,0.9999999,5.064425e-10,7.5970575e-12,1.15805406e-07
691624.jpg,class_1,class_1,0.99999976,1,2.687574e-07,0.99999976,4.9785642e-09,1.08674555e-10,2.4838304e-10
693051.jpg,class_1,class_1,0.999972,1,3.401102e-10,0.999972,4.4798507e-09,3.2478034e-08,2.8040316e-05
694337.jpg,class_1,class_1,1.0,1,1.5352212e-08,1.0,1.471163e-11,1.0895035e-11,5.2830307e-10
694570.jpg,class_1,class_1,1.0,1,3.2046135e-10,1.0,6.7284195e-10,6.929511e-11,4.1283502e-10
694901.jpg,class_1,class_1,0.9999999,1,6.2727786e-08,0.9999999,1.2398857e-11,3.8014498e-11,3.097457e-10
695054.jpg,class_1,class_1,1.0,1,4.3386628e-10,1.0,5.099823e-11,5.7095674e-12,1.7020954e-08
695416.jpg,class_1,class_1,1.0,1,4.534276e-11,1.0,3.4552554e-12,4.6151268e-14,7.6658775e-12
696240.jpg,class_1,class_1,0.99999404,1,2.0826956e-08,0.99999404,5.9523686e-06,9.350111e-10,8.317846e-09
696568.jpg,class_1,class_1,1.0,1,3.7984986e-08,1.0,4.8083044e-12,3.527037e-11,1.2522816e-09
697770.jpg,class_1,class_1,1.0,1,5.744528e-10,1.0,9.764841e-10,7.5930165e-12,1.3233133e-10
698592.jpg,class_1,class_1,0.985927,1,0.014072663,0.985927,3.0332123e-10,1.3067792e-07,1.912734e-07
699066.jpg,class_1,class_1,0.9992599,1,0.00074014656,0.9992599,2.9236363e-11,5.935593e-12,1.5368995e-08
699392.jpg,class_1,class_1,0.99999833,1,1.007588e-07,0.99999833,3.106303e-10,1.9976733e-10,1.5597831e-06
700313.jpg,class_1,class_1,1.0,1,4.9363535e-10,1.0,3.5635062e-10,1.5749173e-11,7.615694e-10
700602.jpg,class_1,class_1,1.0,1,1.0802454e-08,1.0,7.9722244e-12,1.6694165e-11,1.7897233e-09
701236.jpg,class_1,class_1,1.0,1,1.2026714e-08,1.0,4.5109597e-11,4.396943e-11,2.65798e-10
702156.jpg,class_1,class_1,1.0,1,7.683939e-09,1.0,4.2901038e-10,1.8432169e-09,2.2482107e-08
702828.jpg,class_1,class_1,0.9999995,1,3.922245e-08,0.9999995,4.8244965e-07,3.2060302e-10,2.7819074e-09
702838.jpg,class_1,class_1,1.0,1,6.7605703e-09,1.0,1.3752758e-09,1.6149061e-11,1.0270227e-09
704562.jpg,class_1,class_1,0.9999988,1,1.1800203e-08,0.9999988,1.1406726e-06,6.8593903e-10,3.852855e-08
705594.jpg,class_1,class_1,0.9999968,1,3.2037112e-06,0.9999968,9.777366e-11,5.9594645e-09,3.038537e-08
705681.jpg,class_1,class_1,0.99991274,1,2.5524858e-07,0.99991274,8.6569315e-05,4.320007e-08,5.2201824e-07
706040.jpg,class_1,class_1,1.0,1,1.2373262e-09,1.0,1.1821843e-08,1.1609235e-11,2.3351845e-08
706492.jpg,class_1,class_1,1.0,1,1.183441e-08,1.0,2.0149735e-10,1.06815555e-11,5.151599e-11
706881.jpg,class_1,class_0,0.9734769,0,0.9734769,0.026523061,2.618569e-12,2.6402385e-09,3.5731351e-09
707044.jpg,class_1,class_1,0.99999964,1,3.0724195e-10,0.99999964,9.986089e-11,1.9135605e-11,4.0461973e-07
707447.jpg,class_1,class_1,0.99999964,1,4.018827e-09,0.99999964,2.1800282e-07,4.8926335e-10,7.5000315e-08
707490.jpg,class_1,class_1,1.0,1,8.680297e-09,1.0,3.390909e-11,5.0265642e-11,1.2757609e-09
708543.jpg,class_1,class_1,0.9999994,1,3.834427e-08,0.9999994,1.6888792e-10,4.5725875e-07,8.257196e-08
708850.jpg,class_1,class_1,0.9999999,1,1.732372e-08,0.9999999,1.1158605e-09,1.6917041e-10,1.3799647e-07
710422.jpg,class_1,class_1,0.99996054,1,2.3252921e-08,0.99996054,7.2428948e-06,4.3514468e-09,3.2243963e-05
711769.jpg,class_1,class_1,1.0,1,4.5899524e-09,1.0,3.596922e-12,6.467135e-12,7.02477e-10
713490.jpg,class_1,class_1,1.0,1,1.6248068e-09,1.0,6.9511905e-12,3.0079674e-12,4.4061965e-10
713954.jpg,class_1,class_1,1.0,1,8.9719404e-10,1.0,7.529783e-10,1.6297403e-11,2.874451e-09
713992.jpg,class_1,class_1,1.0,1,1.2121196e-09,1.0,3.2118325e-11,1.82922e-11,6.127339e-09
714423.jpg,class_1,class_1,1.0,1,4.0176923e-10,1.0,1.8217757e-11,4.764305e-11,1.5778535e-09
715483.jpg,class_1,class_1,1.0,1,1.060384e-09,1.0,9.829993e-12,2.1506416e-11,2.0767104e-08
716729.jpg,class_1,class_1,1.0,1,3.2080505e-10,1.0,8.4191193e-10,9.376236e-11,4.1834365e-08
716780.jpg,class_1,class_1,1.0,1,8.644972e-09,1.0,7.049302e-11,6.828279e-10,3.1690446e-09
717949.jpg,class_1,class_1,1.0,1,8.636974e-10,1.0,2.384149e-09,7.218716e-11,3.8990123e-08
717967.jpg,class_1,class_1,0.9999999,1,7.3594464e-08,0.9999999,9.808004e-12,4.183629e-11,1.0701917e-09
718358.jpg,class_1,class_1,0.94448704,1,3.0439514e-06,0.94448704,0.055509232,3.0553798e-07,3.2871037e-07
718471.jpg,class_1,class_1,0.9999864,1,1.0156775e-08,0.9999864,6.732214e-11,3.3158663e-11,1.3589551e-05
718633.jpg,class_1,class_1,1.0,1,3.3982808e-09,1.0,1.4038591e-09,5.208985e-11,5.414342e-10
718675.jpg,class_1,class_1,0.9999924,1,1.269239e-06,0.9999924,6.136751e-10,1.7802119e-08,6.263837e-06
719288.jpg,class_1,class_1,0.99999976,1,5.000119e-09,0.99999976,2.5379978e-07,6.387399e-09,3.3766373e-08
719429.jpg,class_1,class_1,1.0,1,1.2328292e-09,1.0,1.8857321e-10,8.905881e-12,1.9419224e-09
720083.jpg,class_1,class_1,1.0,1,1.4051228e-10,1.0,5.375443e-11,2.769669e-12,3.6138306e-09
720357.jpg,class_1,class_1,0.9999949,1,3.6879058e-10,0.9999949,3.9746378e-10,3.8181308e-10,5.1266784e-06
720796.jpg,class_1,class_1,1.0,1,1.0975179e-09,1.0,1.0185703e-08,1.4549833e-11,3.7357764e-10
721250.jpg,class_1,class_1,0.9999999,1,1.178505e-09,0.9999999,3.53323e-08,1.6495558e-10,1.6248177e-07
721472.jpg,class_1,class_1,0.9999999,1,5.258029e-10,0.9999999,1.0447758e-11,1.9028749e-11,6.59084e-08
721836.jpg,class_1,class_2,0.8598404,0,5.408225e-05,0.14006943,0.8598404,1.3644538e-05,2.248032e-05
722282.jpg,class_1,class_1,0.9999182,1,4.797025e-10,0.9999182,9.619451e-10,1.3944444e-09,8.177876e-05
722437.jpg,class_1,class_1,0.9999777,1,4.275986e-08,0.9999777,2.2193164e-05,5.524012e-09,1.2205513e-07
722778.jpg,class_1,class_1,0.9999913,1,2.2639306e-09,0.9999913,1.1200357e-07,3.0821095e-09,8.545595e-06
723418.jpg,class_1,class_1,1.0,1,6.740857e-09,1.0,1.6987515e-08,4.6074818e-11,8.681837e-09
723515.jpg,class_1,class_1,0.9998677,1,1.4084647e-07,0.9998677,0.00013170413,2.262301e-08,4.291478e-07
723533.jpg,class_1,class_1,0.85993147,1,3.213678e-05,0.85993147,0.13975494,2.241832e-05,0.00025907398
723576.jpg,class_1,class_1,1.0,1,6.223079e-10,1.0,1.494845e-09,6.029286e-12,2.7483031e-09
723808.jpg,class_1,class_1,1.0,1,3.3460548e-09,1.0,5.4854567e-12,6.8558206e-12,1.8445208e-10
724075.jpg,class_1,class_1,0.99999964,1,2.2900157e-09,0.99999964,6.8462502e-09,4.948607e-10,3.5406177e-07
725780.jpg,class_1,class_1,1.0,1,5.731092e-09,1.0,1.5879593e-08,3.913923e-11,1.0812585e-10
726627.jpg,class_1,class_1,1.0,1,2.2428301e-09,1.0,2.6610719e-08,6.468939e-11,6.588446e-10
729191.jpg,class_1,class_1,1.0,1,7.239361e-10,1.0,7.287454e-12,1.5861672e-12,4.3168544e-10
729309.jpg,class_1,class_1,0.99999964,1,1.8221175e-09,0.99999964,3.1825695e-09,6.531809e-11,3.463184e-07
